Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-03-14 00:00:00-04:00,171.35057361629615,172.73794133442243,170.49832912625453,171.43975830078125,72913500,0.0,0.0
2024-03-15 00:00:00-04:00,169.62625165850892,171.06317138671875,168.75418335618096,171.06317138671875,121752700,0.0,0.0
2024-03-18 00:00:00-04:00,173.98656516716395,176.10726419166866,171.9550508157469,172.1532440185547,75604200,0.0,0.0
2024-03-19 00:00:00-04:00,172.76764601394297,175.0171774056643,171.4694631572472,174.49195861816406,55215200,0.0,0.0
2024-03-20 00:00:00-04:00,174.1352174960067,177.05860900878906,173.51089450186836,177.05860900878906,53423100,0.0,0.0
2024-03-21 00:00:00-04:00,175.4532130863986,175.88924720546055,169.2992135808601,169.82443237304688,106181300,0.0,0.0
2024-03-22 00:00:00-04:00,170.210942813777,171.48931715990707,168.5262776263353,170.72625732421875,71160100,0.0,0.0
2024-03-25 00:00:00-04:00,169.0316847755244,170.38932429506946,167.92177545566648,169.3091583251953,54288300,0.0,0.0
2024-03-26 00:00:00-04:00,168.46682128354186,169.8740129173693,168.05061095138228,168.179443359375,57388400,0.0,0.0
2024-03-27 00:00:00-04:00,168.87312383270142,172.0343565405087,168.57582642397568,171.74696350097656,60273300,0.0,0.0
2024-03-28 00:00:00-04:00,170.2010103030642,170.67667701496117,168.97218824939392,169.93344116210938,65672700,0.0,0.0
2024-04-01 00:00:00-04:00,169.6460781034487,169.70553455748254,167.9514935576168,168.4965362548828,46240500,0.0,0.0
2024-04-02 00:00:00-04:00,167.5550863912881,167.81273603395658,166.71274640687062,167.31724548339844,49329500,0.0,0.0
2024-04-03 00:00:00-04:00,167.26767456741,169.14062803275203,167.0595770274664,168.1199188232422,47691700,0.0,0.0
2024-04-04 00:00:00-04:00,168.75419869027797,170.3695030458197,167.29747009277344,167.29747009277344,53704400,0.0,0.0
2024-04-05 00:00:00-04:00,168.06050251317026,168.85329051832247,167.42627513328318,168.05059814453125,42104800,0.0,0.0
2024-04-08 00:00:00-04:00,167.50557237539863,167.67403738632925,166.72270378093583,166.93080139160156,37425500,0.0,0.0
2024-04-09 00:00:00-04:00,167.17854792228746,168.54610700117138,166.8317135282985,168.13980102539062,42373800,0.0,0.0
2024-04-10 00:00:00-04:00,167.27763553824258,167.5650134431552,165.60287483124418,166.26683044433594,49709300,0.0,0.0
2024-04-11 00:00:00-04:00,166.82176353298163,173.87755961907308,166.6433941837476,173.46133422851562,91070300,0.0,0.0
2024-04-12 00:00:00-04:00,172.68839280877705,176.7514221146486,172.63885584160187,174.95774841308594,101670900,0.0,0.0
2024-04-15 00:00:00-04:00,173.77847120218846,175.0370216134587,170.94426424521788,171.13255310058594,73531800,0.0,0.0
2024-04-16 00:00:00-04:00,170.20102235595408,172.19288913903023,166.7524119884344,167.85240173339844,73711200,0.0,0.0
2024-04-17 00:00:00-04:00,168.08032842085646,169.11094225529814,166.48484802246094,166.48484802246094,50901200,0.0,0.0
2024-04-18 00:00:00-04:00,166.5145852231191,167.11908441586118,165.04793714543356,165.53350830078125,43122900,0.0,0.0
2024-04-19 00:00:00-04:00,164.7109957890585,164.89926951971245,162.6002009445124,163.51190185546875,68149400,0.0,0.0
2024-04-22 00:00:00-04:00,164.0272084619306,165.75150603037284,163.28397258003716,164.3443145751953,48116400,0.0,0.0
2024-04-23 00:00:00-04:00,163.85875133255257,165.54341638804536,163.43262154349364,165.39476013183594,49537800,0.0,0.0
2024-04-24 00:00:00-04:00,165.03800691456527,167.77312477902248,164.71099641624178,167.4956512451172,48251800,0.0,0.0
2024-04-25 00:00:00-04:00,168.0010494911784,169.07131105182287,166.63349053238153,168.35780334472656,50558300,0.0,0.0
2024-04-26 00:00:00-04:00,168.34787265422193,169.79469657988224,167.6541737932701,167.77310180664062,44838400,0.0,0.0
2024-04-29 00:00:00-04:00,171.80640930182136,174.44242297655094,171.53885525962073,171.93524169921875,68169400,0.0,0.0
2024-04-30 00:00:00-04:00,171.76676673002254,173.4117990890393,168.46679764398493,168.7938232421875,65934800,0.0,0.0
2024-05-01 00:00:00-04:00,168.05057530255277,171.1523509575647,167.5848129798778,167.77310180664062,50383100,0.0,0.0
2024-05-02 00:00:00-04:00,170.95415273119292,171.85594920671264,169.34876810707777,171.46946716308594,94214900,0.0,0.0
2024-05-03 00:00:00-04:00,184.9666328542693,185.31348231884328,181.01262758822543,181.72613525390625,163224100,0.0,0.0
2024-05-06 00:00:00-04:00,180.70544017490002,182.53874644704828,178.79283846563771,180.0712127685547,78569700,0.0,0.0
2024-05-07 00:00:00-04:00,181.79549235772294,183.2324120279765,179.68471275097576,180.7549591064453,77305800,0.0,0.0
2024-05-08 00:00:00-04:00,181.200896951637,181.41891399944225,179.8135143636789,181.09188842773438,45057100,0.0,0.0
2024-05-09 00:00:00-04:00,180.91352883975787,182.99459544718977,180.4675903156434,182.90541076660156,48983000,0.0,0.0
2024-05-10 00:00:00-04:00,183.48093424482693,183.669478466616,180.73220418072017,181.6451416015625,50759500,0.25,0.0
2024-05-13 00:00:00-04:00,184.01680743143146,185.6640710757596,183.2030934113359,184.85035705566406,72044800,0.0,0.0
2024-05-14 00:00:00-04:00,186.0709344816443,186.8548800445926,184.8602962551219,185.99154663085938,52393600,0.0,0.0
2024-05-15 00:00:00-04:00,186.46788560358823,189.18684774302332,185.9320213621053,188.2639923095703,70400000,0.0,0.0
2024-05-16 00:00:00-04:00,189.00819589014523,189.63336565724362,188.2044148419799,188.38302612304688,52845200,0.0,0.0
2024-05-17 00:00:00-04:00,188.0555735439889,189.34559954047234,187.72810435814964,188.41281127929688,41282900,0.0,0.0
2024-05-20 00:00:00-04:00,187.87695420764547,190.44707314635468,187.5594028379898,189.57382202148438,44361300,0.0,0.0
2024-05-21 00:00:00-04:00,189.62343971650407,191.25085261805762,189.4547462309282,190.873779296875,42309400,0.0,0.0
2024-05-22 00:00:00-04:00,190.79440205142186,191.3401840301744,188.8097513226368,189.43490600585938,34648500,0.0,0.0
2024-05-23 00:00:00-04:00,189.5142796080912,189.5341303535584,185.1976736824305,185.4457550048828,51005900,0.0,0.0
2024-05-24 00:00:00-04:00,187.37088671578107,189.11737394472448,186.59685898409072,188.52197265625,36327000,0.0,0.0
2024-05-28 00:00:00-04:00,190.04021443649896,191.5187845976106,187.64872194997955,188.53189086914062,52280100,0.0,0.0
2024-05-29 00:00:00-04:00,188.15483105781396,190.77456966628964,188.05559245514976,188.82960510253906,53068000,0.0,0.0
2024-05-30 00:00:00-04:00,189.29599865097472,190.70509898235173,189.16700663796175,189.82192993164062,49889100,0.0,0.0
2024-05-31 00:00:00-04:00,189.9707702687458,191.09210277636024,188.45251367186646,190.77455139160156,75158300,0.0,0.0
2024-06-03 00:00:00-04:00,191.41954585254337,193.49351725389894,191.04247253185534,192.54087829589844,50080500,0.0,0.0
2024-06-04 00:00:00-04:00,193.1462119125533,193.82100104656786,191.548567440495,192.8584442138672,47471400,0.0,0.0
2024-06-05 00:00:00-04:00,193.90036613096368,195.38885414673365,193.3744349100596,194.36676025390625,54156800,0.0,0.0
2024-06-06 00:00:00-04:00,194.1881470745491,194.9919281725913,192.67980832687616,192.9874267578125,41181800,0.0,0.0
2024-06-07 00:00:00-04:00,193.1561225415401,195.42855606321456,192.65004206608782,195.37893676757812,53103900,0.0,0.0
2024-06-10 00:00:00-04:00,195.3888517006261,195.7857909182053,190.6753063763642,191.6378631591797,97010200,0.0,0.0
2024-06-11 00:00:00-04:00,192.16378906024917,205.57011360777915,192.14395345618084,205.5601806640625,172373300,0.0,0.0
2024-06-12 00:00:00-04:00,205.77850209290926,218.51003809526938,205.3121079690946,211.4347686767578,198134300,0.0,0.0
2024-06-13 00:00:00-04:00,213.09195736730385,215.08652592836702,209.9760562824749,212.59579467773438,97862700,0.0,0.0
2024-06-14 00:00:00-04:00,212.20878551515116,213.5186471242216,209.67835280423736,210.85922241210938,70122700,0.0,0.0
2024-06-17 00:00:00-04:00,211.7324642876032,217.26964179829142,211.08745883873982,215.00714111328125,93728300,0.0,0.0
2024-06-18 00:00:00-04:00,215.92007781385274,216.95210469802018,211.36530791117931,212.64540100097656,79943300,0.0,0.0
2024-06-20 00:00:00-04:00,212.28815296354617,212.59578653831548,207.24715355520107,208.07077026367188,86172500,0.0,0.0
2024-06-21 00:00:00-04:00,208.77533580800622,210.26382387597764,205.5205097773767,205.89759826660156,241805100,0.0,0.0
2024-06-24 00:00:00-04:00,206.12581247138846,211.0675882243761,205.00448003735443,206.54258728027344,80727000,0.0,0.0
2024-06-25 00:00:00-04:00,207.54485732874397,209.75775393646785,207.0090082596573,207.46548461914062,55549700,0.0,0.0
2024-06-26 00:00:00-04:00,209.87680350658064,213.21101716086312,209.02340313251779,211.61337280273438,66213200,0.0,0.0
2024-06-27 00:00:00-04:00,213.04233172557286,214.0842763709762,210.7202940415425,212.4568634033203,49772700,0.0,0.0
2024-06-28 00:00:00-04:00,214.1140554431902,214.41175609103416,208.686034302842,209.00357055664062,82542700,0.0,0.0
2024-07-01 00:00:00-04:00,210.46227761796723,215.84067914098924,210.29358412725625,215.08651733398438,60402900,0.0,0.0
2024-07-02 00:00:00-04:00,214.4911227279333,218.6886699462021,213.44919320249295,218.5795135498047,58046200,0.0,0.0
2024-07-03 00:00:00-04:00,218.31157833867707,219.8496856689453,217.34902153194005,219.8496856689453,37369800,0.0,0.0
2024-07-05 00:00:00-04:00,219.9489270685169,224.71209219476,219.9489270685169,224.60293579101562,60412400,0.0,0.0
2024-07-08 00:00:00-04:00,225.34715532852172,226.1013322692385,221.53662969916704,226.07156372070312,59085900,0.0,0.0
